1477771202,22,6,21.08,117.2,208.8,0.3,0.05,0.4
1477771263,22.4,5,18.48,118.5,233.6,0.3,0.05,0.4
1477771322,22.4,6,21.08,122.1,214.7,0.3,0.05,0.4
1477771382,22.4,6,18.96,120,222.4,0.3,0.05,0.4
1477771442,22.4,6,21.62,119.8,227.1,0.3,0.05,0.4
1477771503,22.8,5,18.78,122.7,226.5,0.3,0.06,0.4
1477771562,1.4013e-45,-0.454702,0,-0.454702,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477771622,22.8,5,21.56,116.1,246.6,0.2,0.06,0.4
1477771683,23.1,6,18.54,121,206.4,0.3,0.06,0.4
1477771802,23.1,6,18.72,127.6,240.1,0.3,0.07,0.4
1477771862,23.5,5,21.02,126.9,202.3,0.3,0.07,0.4
1477771923,23.5,6,20.26,131.7,244.3,0.3,0.07,0.4
1477771982,23.5,6,19.25,130,208.8,0.3,0.07,0.4
1477772042,23.5,7,20.85,137.2,219.4,0.4,0.08,0.5
1477772102,23.9,7,19.02,136.2,213.5,0.3,0.08,0.4
1477772163,23.9,6,21.14,133.7,201.7,0.3,0.08,0.4
1477772223,23.9,6,19.02,134.5,243.1,0.3,0.08,0.5
1477772282,24.2,6,20.85,138.5,210.6,0.3,0.08,0.4
1477772342,24.2,7,18.84,139.4,222.4,0.4,0.09,0.4
1477772402,24.2,7,21.02,141.7,234.8,0.3,0.09,0.4
1477772463,24.6,7,20.26,141.8,216.5,0.3,0.09,0.4
1477772522,1.4013e-45,-0.387075,0,-0.387075,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477772582,24.6,7,20.26,143,212.9,0.4,0.1,0.5
1477772642,25,7,20.97,142.6,240.7,0.3,0.1,0.4
1477772703,25,6,18.78,135.9,199.3,0.4,0.1,0.4
1477772762,25,7,21.26,144.9,233.6,0.3,0.1,0.4
1477772822,25.3,7,19.67,146.9,226.5,0.3,0.11,0.4
1477772882,25.3,7,20.91,146.9,236.6,0.3,0.11,0.4
1477773002,25.7,7,19.25,147.8,235.4,0.3,0.11,0.4
1477773062,25.7,6,21.14,149,221.2,0.3,0.12,0.4
1477773182,26.1,8,21.44,151.7,218.8,0.4,0.12,0.4
1477773242,26.1,7,19.37,151.7,237.8,0.4,0.12,0.5
1477773303,26.1,8,20.32,157.4,215.3,0.4,0.13,0.5
1477773362,1.4013e-45,-0.469594,0,-0.469594,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477773422,26.4,7,20.26,167.2,221.8,0.4,0.13,0.5
1477773483,26.4,9,20.37,171,234.8,0.4,0.13,0.5
1477773543,26.8,8,19.13,167.7,209.4,0.5,0.14,0.6
1477773602,1.4013e-45,-0.466787,0,-0.466787,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477773662,26.8,9,20.61,184.4,225.9,0.4,0.14,0.5
1477773723,27.2,9,20.37,192.4,228.3,0.5,0.15,0.6
1477773783,27.2,8,19.25,192.1,223.6,0.4,0.15,0.5
1477773842,27.2,9,21.67,192.3,224.8,0.5,0.15,0.5
1477773902,27.5,10,20.32,205.4,236.6,0.5,0.15,0.6
1477773962,27.5,11,19.25,205.3,221.8,0.5,0.16,0.6
1477774082,27.9,10,19.84,220.4,226.5,0.5,0.17,0.6
1477774142,27.9,11,21.26,218.2,209.4,0.5,0.17,0.6
1477774203,28.3,10,18.72,230.3,244.3,0.5,0.17,0.7
1477774262,1.4013e-45,-0.478505,0,-0.478505,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477774322,28.6,11,20.85,248.1,236,0.6,0.18,0.6
1477774383,28.6,11,20.32,254.1,231.3,0.6,0.18,0.7
1477774443,29,10,18.96,257.2,227.1,0.7,0.19,0.8
1477774502,1.4013e-45,-0.491689,0,-0.491689,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477774562,29,12,21.85,262.1,249.6,0.6,0.2,0.7
1477774623,29,12,20.37,277.3,217.1,0.7,0.2,0.9
1477774683,29,12,19.25,290.8,237.8,0.7,0.21,0.9
1477774742,29.4,14,20.32,303.2,242.5,0.7,0.21,0.8
1477774802,29.7,14,21.56,304,237.8,0.7,0.22,0.8
1477774862,29.7,15,21.02,311.7,223.6,0.7,0.22,0.9
1477774922,29.7,15,21.08,327,234.2,0.7,0.23,0.9
1477774982,30.1,16,20.14,329.9,225.9,0.8,0.23,0.9
1477775043,30.1,14,19.49,339.8,233,0.8,0.24,1
1477775103,30.1,16,19.61,345.8,245.5,0.8,0.24,1
1477775162,1.4013e-45,-0.351308,0,-0.351308,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477775222,30.1,14,21.02,362.2,240.7,0.9,0.26,1
1477775282,30.2,16,20.08,370.1,233.6,0.9,0.26,1.1
1477775343,30.2,14,18.54,371.7,244.9,0.8,0.27,1
1477775402,1.4013e-45,-0.440908,0,-0.440908,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477775462,30.3,17,19.49,389.1,227.1,1,0.28,1
1477775523,30.3,19,18.48,395.7,227.7,1,0.29,1
1477775583,30.4,18,17.54,405.3,233,1.1,0.29,1.2
1477775642,30.4,17,16.48,410.6,226.5,1,0.3,1.2
1477775702,30.5,18,17.72,424.8,228.3,1.1,0.31,1.3
1477775762,30.7,20,17.07,429,223,1.2,0.31,1.3
1477775882,30.8,20,18.78,468.7,235.4,1.2,0.33,1.3
1477775942,30.8,19,18.01,471.4,240.1,1.2,0.34,1.4
1477776003,30.9,21,17.13,469.5,240.7,1.2,0.34,1.3
1477776062,1.4013e-45,-0.336537,0,-0.336538,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477776122,31,23,17.54,495.3,243.1,1.3,0.36,1.4
1477776182,31.1,22,16.36,489.3,241.9,1.3,0.37,1.4
1477776243,31.1,22,15.71,494.8,241.3,1.3,0.38,1.5
1477776302,31.1,20,18.66,509.3,240.7,1.4,0.39,1.3
1477776362,31.2,22,19.13,513.9,238.4,1.3,0.39,1.1
1477776422,31.2,21,17.72,527.2,234.8,1.4,0.4,1.3
1477776483,31.4,24,16.89,556.3,230.1,1.5,0.41,1.5
1477776602,31.5,28,17.78,602.5,231.3,1.5,0.43,1.6
1477776662,31.6,26,18.07,572.3,218.8,1.7,0.44,1.6
1477776723,31.6,24,16.42,604.7,227.7,1.6,0.45,1.7
1477776782,1.4013e-45,-0.487294,0,-0.487295,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477776842,31.7,27,16.95,640.3,226.5,1.7,0.47,1.8
1477776902,31.8,27,17.54,659.4,231.3,1.7,0.48,1.8
1477776963,31.8,27,18.48,666.5,230.7,1.7,0.49,1.7
1477777022,1.4013e-45,-0.357656,0,-0.357656,1.4013e-45,1.3703e-40,1.36638e-40,6.43869e-41
1477777082,31.9,31,17.78,702.2,230.7,1.9,0.51,2
1477777143,31.9,28,19.37,707.3,227.1,2,0.53,1.8
1477777203,32,33,17.13,729.9,228.3,2,0.54,2.1
